# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/BOM_ss5/BOM_ss5_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_BOM_ss5_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam
AAD021_001118	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3266239;3266323;3266473;3266565;3266890	3266258;3266417;3266500;3266700;3268187	+;+;+;+;+	1577	1	36	7	10	27	46	1010	344	30	4	34	12	31	241	79	23
AAD021_001119	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3270768;3271046;3271436;3271573	3270992;3271380;3271518;3272518	+;+;+;+	1589	0	2	5	0	36	0	148	73	11	0	2	15	0	46	11	0
AAD021_001120	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3272568;3273154;3273313;3273531;3273678;3273874;3274136;3274464;3274740;3275675;3278462	3273081;3273274;3273475;3273625;3273814;3274075;3274408;3274683;3275159;3278405;3279263	+;+;+;+;+;+;+;+;+;+;+	5678	10	29	40	10	23	53	1750	452	19	0	27	19	30	173	73	34
AAD021_001121	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3278890;3279663;3279802;3280021;3280398;3281103	3279610;3279753;3279962;3280344;3281051;3281385	-;-;-;-;-;-	2234	0	10	6	0	20	8	93	69	5	0	0	13	8	16	8	0
AAD021_001122	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3281435;3282153;3282342;3282540;3282775	3282100;3282293;3282482;3282718;3283260	-;-;-;-;-	1613	0	3	8	0	3	21	121	59	0	0	0	4	0	26	4	0
AAD021_001123	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3284108;3284229;3284619;3284746	3284176;3284569;3284692;3285631	+;+;+;+	1370	1	1	0	0	0	0	27	23	0	3	5	0	9	8	0	0
AAD021_001124	JBQVBD010000017.1;JBQVBD010000017.1	3285823;3285901	3285845;3287608	+;+	1731	12	0	3	2	8	0	12	71	4	0	7	0	0	1	0	2
AAD021_001125	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3287631;3287905;3288114;3288346;3288648;3288770;3288917;3289109;3289223	3287853;3288060;3288297;3288597;3288724;3288867;3289054;3289170;3289325	-;-;-;-;-;-;-;-;-	1293	0	0	0	0	1	0	40	6	0	0	0	0	0	9	1	0
AAD021_001126	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3289515;3289875;3289990;3290232;3291202;3292880;3293516;3293782	3289829;3289943;3290175;3291151;3292830;3293467;3293726;3294479	+;+;+;+;+;+;+;+	4616	2	0	0	0	0	1	135	27	10	0	0	1	4	17	2	0
AAD021_001127	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3294524;3294671;3295015;3295163;3295236	3294620;3294961;3295105;3295187;3295288	-;-;-;-;-	557	0	6	6	0	6	8	144	39	5	0	1	1	0	11	3	0
AAD021_001128	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3296849;3297173;3297336;3297439;3297523;3297706;3298110	3297099;3297280;3297378;3297459;3297554;3297849;3298784	+;+;+;+;+;+;+	1274	0	1	1	0	2	4	162	38	1	0	0	7	0	12	4	0
AAD021_001129	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3301376;3301467;3301798	3301415;3301738;3303020	+;+;+	1535	11	50	35	1	121	38	6679	455	26	3	31	39	64	273	367	26
AAD021_001130	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3307446;3307814;3308410;3308587;3308967;3310059;3310246;3310391	3307754;3308344;3308532;3308908;3310004;3310185;3310332;3310924	+;+;+;+;+;+;+;+	3071	0	1	0	0	0	7	114	37	0	0	2	1	0	5	2	0
AAD021_001131	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3311937;3313116;3313246;3313477;3313993;3314436	3313063;3313191;3313423;3313934;3314385;3315475	-;-;-;-;-;-	3272	1	24	16	0	7	12	283	76	12	1	1	3	6	45	40	0
AAD021_001132	JBQVBD010000017.1;JBQVBD010000017.1	3315960;3316217	3316157;3317973	+;+	1955	0	0	0	0	0	0	9	7	0	0	0	0	0	1	0	0
AAD021_001133	JBQVBD010000017.1	3323688	3325108	+	1421	0	17	26	0	70	88	2990	308	38	0	20	10	112	81	57	6
AAD021_001134	JBQVBD010000017.1;JBQVBD010000017.1	3330888;3331065	3331008;3331797	+;+	854	0	33	3	0	43	57	838	175	11	1	5	23	20	139	16	1
AAD021_001135	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3331406;3332024;3332184;3332292	3331956;3332125;3332240;3332369	-;-;-;-	788	102	177	121	102	70	119	3131	2214	46	14	111	150	572	664	184	76
AAD021_001136	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3334697;3334916;3334989;3335076;3335195;3335264;3335447;3335797;3335960;3336047;3336277	3334863;3334935;3335014;3335134;3335208;3335384;3335741;3335903;3335997;3336219;3336548	+;+;+;+;+;+;+;+;+;+;+	1292	12	3	4	8	7	7	223	155	2	0	0	2	2	28	26	3
AAD021_001137	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3336395;3336721;3336801;3336870;3337071;3337305;3337518	3336669;3336741;3336815;3336907;3337253;3337467;3337628	-;-;-;-;-;-;-	806	1	8	27	6	41	95	1122	180	5	0	4	11	25	83	21	11
AAD021_001138	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3337765;3338505;3338696;3338854;3339137;3339336;3339493;3339599;3339875;3340071;3340364	3338453;3338647;3338791;3339080;3339281;3339437;3339546;3339808;3340017;3340172;3340884	+;+;+;+;+;+;+;+;+;+;+	2432	0	1	0	0	0	0	53	14	0	0	0	0	0	17	0	0
AAD021_001139	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3340934;3341151;3341265;3341428;3341636;3341882;3342076;3342193	3341092;3341217;3341370;3341577;3341829;3342023;3342137;3342417	+;+;+;+;+;+;+;+	1105	0	4	0	0	0	1	12	10	0	0	0	0	0	9	3	2
AAD021_001140	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3342442;3343180;3343486;3343948;3344021;3344335;3344636	3343126;3343432;3343895;3343969;3344284;3344573;3345010	-;-;-;-;-;-;-	2248	0	3	3	0	9	13	335	70	0	0	3	3	14	51	10	2
AAD021_001141	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3345536;3347449;3347706;3347884;3348178;3348284	3347410;3347655;3347831;3348124;3348228;3348827	+;+;+;+;+;+	3044	0	2	1	0	3	10	176	82	6	0	0	3	20	46	21	0
AAD021_001142	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3348557;3348956;3349213;3349308;3349423;3349794;3350426;3350659;3350804;3350920;3351079;3351534	3348894;3349162;3349256;3349370;3349740;3350375;3350609;3350752;3350869;3351028;3351481;3351848	-;-;-;-;-;-;-;-;-;-;-;-	2723	0	14	13	0	3	5	341	157	1	0	4	12	5	46	14	3
AAD021_001143	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3352467;3352824;3352908;3352986;3353089;3353178;3353396;3353609;3353737;3353936;3354149;3354328;3354582	3352775;3352846;3352932;3353041;3353110;3353345;3353550;3353672;3353863;3354067;3354257;3354515;3354972	+;+;+;+;+;+;+;+;+;+;+;+;+	1769	0	10	9	0	13	11	331	16	0	0	3	0	2	10	9	0
AAD021_001144	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3355022;3355247;3355325;3355407;3355518;3355612;3355839;3356055;3356128;3356298;3356480;3356649;3356887	3355186;3355269;3355349;3355462;3355539;3355779;3355988;3356081;3356245;3356429;3356588;3356836;3357466	+;+;+;+;+;+;+;+;+;+;+;+;+	1763	0	3	0	0	5	22	563	21	0	0	0	0	8	18	1	0
AAD021_001145	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3357899;3357960;3358082;3358191;3358995;3359316	3357906;3358022;3358135;3358941;3359253;3359898	+;+;+;+;+;+	1718	43	63	99	10	106	210	2228	935	72	0	90	128	140	393	180	35
AAD021_001146	JBQVBD010000017.1	3360412	3361298	+	887	0	7	4	0	2	5	266	71	7	0	3	6	25	27	44	1
AAD021_001147	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3360983;3361483;3361867;3362095;3362235	3361428;3361796;3361968;3362157;3362418	-;-;-;-;-	1109	25	29	21	1	49	34	1369	306	19	0	53	34	3	121	57	16
AAD021_001148	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3362620;3362706;3362900	3362651;3362841;3363410	+;+;+	679	9	34	27	3	36	63	1210	223	29	3	22	24	23	131	43	14
AAD021_001149	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3363003;3363755;3363910;3364038;3364451;3364641	3363700;3363843;3363981;3364398;3364573;3364801	-;-;-;-;-;-	1504	3	75	6	2	0	0	34	61	0	0	4	3	0	54	1	0
AAD021_001150	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3365038;3365653;3365931;3366085;3366210;3366624;3366805	3365594;3365875;3366019;3366156;3366576;3366746;3366962	-;-;-;-;-;-;-	1589	0	4	4	16	5	0	30	107	6	0	0	19	7	65	1	4
AAD021_001151	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3367012;3367564;3367703;3367901	3367507;3367650;3367837;3368165	-;-;-;-	983	4	52	61	6	94	109	2831	200	33	3	26	29	19	218	82	8
AAD021_001152	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3368217;3368842;3369077;3369213	3368796;3369023;3369162;3369230	-;-;-;-	866	5	29	44	3	54	61	1502	323	40	0	56	38	12	146	51	17
AAD021_001153	JBQVBD010000017.1;JBQVBD010000017.1	3370227;3370963	3370904;3371622	+;+	1338	0	5	4	4	0	1	158	42	0	0	4	4	0	11	8	0
AAD021_001154	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3371360;3371976;3372184;3372738;3373043	3371927;3372127;3372684;3372887;3373228	-;-;-;-;-	1557	0	0	0	0	6	1	27	0	1	0	0	0	0	0	3	1
AAD021_001155	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3373615;3374432;3374640;3375205	3374370;3374583;3375140;3375240	-;-;-;-	1445	0	2	0	0	0	5	8	8	0	0	0	0	2	3	0	0
AAD021_001156	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3375832;3376423;3376497;3376862;3377125;3377301;3377462;3377916;3378124;3378349	3376369;3376441;3376814;3377076;3377251;3377410;3377861;3378069;3378297;3378383	-;-;-;-;-;-;-;-;-;-	2090	0	10	15	2	5	24	367	61	11	0	2	4	18	25	29	18
AAD021_001157	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3378433;3379335;3379517;3379742;3379869;3379964;3380128;3380319;3380460;3380523;3380619;3380756;3380897;3380977;3381201;3381301;3381516;3381893;3382162;3382279;3382472;3382549;3382681	3379283;3379463;3379672;3379822;3379901;3380063;3380258;3380400;3380470;3380566;3380700;3380845;3380919;3381145;3381231;3381426;3381836;3382107;3382226;3382419;3382494;3382624;3382844	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3144	0	0	0	0	0	0	31	37	0	0	0	0	0	22	9	0
AAD021_001158	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3382894;3383745;3384655;3384890	3383688;3384600;3384825;3385755	-;-;-;-	2688	15	1	0	0	0	0	135	45	0	0	3	17	1	23	1	0
AAD021_001159	JBQVBD010000017.1;JBQVBD010000017.1	3385805;3386277	3386228;3386652	-;-	800	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AAD021_001160	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3387308;3387368;3387450;3387537;3387724;3387907;3388051;3388234;3388520;3388802;3389191;3389392;3389660;3389910;3390097;3390775;3391546;3391779;3392260;3392483;3392596	3387316;3387397;3387484;3387668;3387854;3388001;3388180;3388471;3388753;3389036;3389213;3389601;3389861;3390038;3390711;3391488;3391727;3392199;3392424;3392539;3393005	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4397	0	5	16	16	0	9	303	98	7	0	12	19	11	35	19	1
AAD021_001161	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3392951;3393279;3393432;3393549;3393711;3393984;3394188	3393219;3393374;3393489;3393651;3393893;3394137;3394229	-;-;-;-;-;-;-	905	0	8	2	0	10	5	206	49	3	0	3	5	0	32	3	0
AAD021_001162	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3394650;3394733;3394845;3395094	3394678;3394791;3395041;3395689	+;+;+;+	881	7	9	59	3	57	16	701	171	16	1	5	5	5	81	33	0
AAD021_001163	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3396276;3396490;3397969;3398222;3398483	3396436;3397912;3398161;3398427;3398854	+;+;+;+;+	2355	3	21	57	2	35	23	1137	230	3	0	4	21	39	56	72	13
AAD021_001164	JBQVBD010000017.1;JBQVBD010000017.1	3398589;3400202	3400153;3400307	-;-	1671	6	7	3	0	0	1	46	12	0	0	0	6	1	30	24	0
AAD021_001165	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3402839;3402961;3403289;3403925;3404166	3402907;3403235;3403850;3404108;3405012	+;+;+;+;+	1937	0	0	0	0	3	1	77	32	2	0	0	2	3	13	3	3
AAD021_001166	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3404904;3405500;3405591;3405733	3405451;3405543;3405669;3405843	-;-;-;-	782	0	4	1	0	1	4	119	17	2	0	0	0	6	17	15	0
AAD021_001167	JBQVBD010000017.1;JBQVBD010000017.1	3406607;3406737	3406683;3407372	+;+	713	11	32	18	7	9	39	142	167	14	4	1	12	11	41	28	2
AAD021_001168	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3407410;3408901;3409132;3410725	3408850;3409075;3410668;3410780	-;-;-;-	3209	12	48	42	0	19	9	404	215	5	2	4	12	34	110	40	3
AAD021_001169	JBQVBD010000017.1	3418631	3419340	+	710	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0
AAD021_001170	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3419390;3419792;3419962;3420034;3420168;3420444;3420672;3420808;3421029;3421353;3421887	3419738;3419897;3419980;3420112;3420381;3420617;3420750;3420976;3421294;3421833;3422546	+;+;+;+;+;+;+;+;+;+;+	2596	0	7	7	1	6	11	280	141	5	0	6	2	9	53	21	8
AAD021_001171	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3422596;3422770;3423000	3422659;3422934;3423657	+;+;+	887	51	5	32	13	36	31	1103	507	24	7	42	15	17	29	61	19
AAD021_001172	JBQVBD010000017.1;JBQVBD010000017.1	3423707;3424838	3424771;3425562	+;+	1790	0	7	8	7	0	2	357	156	4	0	1	6	6	44	12	5
AAD021_001173	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3426910;3427954;3428201;3428594;3428958;3429070;3429734;3429956;3430541;3430855	3427888;3428152;3428543;3428901;3429016;3429679;3429900;3430479;3430798;3431132	-;-;-;-;-;-;-;-;-;-	3725	2	5	3	0	15	8	279	99	0	2	0	6	22	68	27	0
AAD021_001174	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3431283;3431376;3431566	3431324;3431513;3431895	+;+;+	510	3	22	10	6	10	23	682	127	10	0	12	3	7	104	35	16
AAD021_001175	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3431945;3432023;3432311;3432432;3432652;3432829;3432964;3433421;3433594;3434010	3431969;3432258;3432381;3432594;3432776;3432909;3433365;3433544;3433960;3434174	+;+;+;+;+;+;+;+;+;+	1759	2	9	1	0	0	2	46	10	4	0	1	2	7	8	1	8
AAD021_001176	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3434224;3434494;3435997	3434437;3435937;3436603	+;+;+	2265	0	9	0	0	0	0	29	22	0	0	1	0	0	12	0	6
AAD021_001177	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3436464;3437020;3437171;3437344;3437850;3438155	3436940;3437121;3437296;3437796;3438100;3438680	-;-;-;-;-;-	1935	0	3	2	0	1	1	56	26	0	0	4	0	3	19	3	0
AAD021_001178	JBQVBD010000017.1	3438730	3440637	-	1908	1	13	2	0	10	11	485	88	4	0	2	7	9	75	14	0
AAD021_001179	JBQVBD010000017.1	3442075	3443996	+	1922	0	5	0	31	13	7	549	258	11	0	5	6	3	64	29	7
AAD021_001180	JBQVBD010000017.1	3444909	3446239	+	1331	0	1	7	0	14	19	1888	51	8	9	1	1	3	6	26	2
AAD021_001181	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3446291;3446560;3447039	3446507;3446983;3448577	+;+;+	2180	0	11	26	11	26	14	1764	379	5	0	4	14	27	132	102	0
AAD021_001182	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3449059;3449134;3449389;3449539	3449077;3449329;3449477;3450407	+;+;+;+	1173	0	1	0	0	25	10	1900	100	13	0	5	0	0	29	12	0
AAD021_001183	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3450301;3450710;3450906;3450994;3451121;3451396;3451856;3452049;3452140;3452218;3452420;3453057;3453138;3453583;3453823;3454141	3450654;3450834;3450942;3451069;3451338;3451804;3451996;3452089;3452160;3452365;3453002;3453078;3453534;3453703;3454087;3454434	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3252	0	0	0	0	2	0	12	7	0	0	0	0	0	4	1	0
AAD021_001184	JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1;JBQVBD010000017.1	3454796;3455025;3455169;3455273;3455501;3455592	3454969;3455114;3455217;3455443;3455535;3455951	+;+;+;+;+;+	879	1	8	3	0	3	2	150	46	2	0	25	2	5	24	16	1
