reaction,name,n_genes,Exuding_mycelium,Exudophore,Fuzzy_mycelium,Nodule,max_other,ratio
rxn21071,RXN-10707.c,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn21320,RXN-11026.c,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn22963,RXN-12518.c,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn31221,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn31260,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn31879,-,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn32032,-,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn32146,-,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn35686,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn35687,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn35688,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn35689,acyl-CoA oxidase,2,3.12,2.55,2.41,1.13,3.12,0.82
rxn40257,"ATP:L-threonyl,bicarbonate adenylyltransferase",1,2.71,2.21,2.24,0.65,2.71,0.82
rxn40763,rxn40763,1,3.49,4.19,2.18,5.09,5.09,0.82
rxn06269,ATP:Caldesmon phosphotransferase (Ca2+/calmodulin-dependent),1,0.21,0.82,1.01,0.31,1.01,0.81
rxn21635,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing),1,10.48,12.83,5.74,15.8,15.8,0.81
rxn23024,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing),1,10.48,12.83,5.74,15.8,15.8,0.81
rxn00231,Acetamide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn00248,(S)-malate:NAD+ oxidoreductase,3,37.33,55.03,31.23,68.45,68.45,0.8
rxn00938,Nicotinamide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn00945,hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn01843,2-phenylacetamide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn02222,Indole-3-acetamide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn02275,4-Guanidinobutanamide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn02288,Uroporphyrinogen-III carboxy-lyase,1,2.44,5.92,3.15,7.41,7.41,0.8
rxn02678,trans-Oct-2-enoyl-CoA reductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn02719,trans-Dodec-2-enoyl-CoA reductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn02802,trans-Tetradec-2-enoyl-CoA reductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn03252,trans-Dec-2-enoyl-CoA reductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn03384,Uroporphyrinogen I carboxy-lyase,1,2.44,5.92,3.15,7.41,7.41,0.8
rxn03839,R05551,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn03869,Acylamide aminohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn04793,trans-Hex-2-enoyl-CoA reductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn05861,S-Adenosyl-L-methionine:tRNA (uracil-5-)-methyltransferase,1,0.31,1.4,1.75,1.13,1.75,0.8
rxn06522,Monocarboxylic acid amide amidohydrolase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn07056,R06134,5,2.56,4.28,4.14,5.32,5.32,0.8
rxn07194,acyl-CoA:NADP+ trans-2-oxidoreductase,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn07575,R07761,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn11547,S-Adenosyl-L-methionine:tRNA (uracil-5-)-methyltransferase,1,0.31,1.4,1.75,1.13,1.75,0.8
rxn11951,S-Adenosyl-L-methionine:tRNA uracil 5-methyltransferase,1,0.31,1.4,1.75,1.13,1.75,0.8
rxn16586,"butanoyl-CoA:NADP+ 2,3-oxidoreductase",1,2.18,4.19,5.26,1.79,5.26,0.8
rxn19150,fatty acylamidase,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn20640,PYRAZIN-RXN.c,3,2.33,4.28,4.14,5.32,5.32,0.8
rxn27380,trans-2-enoyl-CoA reductase (NADPH),1,2.18,4.19,5.26,1.79,5.26,0.8
rxn27392,transfer RNA uracil54 methylase,1,0.31,1.4,1.75,1.13,1.75,0.8
rxn28358,RXN-7711.m,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn29920,Trans-2-enoyl-CoA reductase (NADPH),1,2.18,4.19,5.26,1.79,5.26,0.8
rxn34012,Lumped Chlorophyllide A Synthesis,2,2.44,5.92,3.15,7.41,7.41,0.8
rxn38433,RXN-7711.e,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn41518,rxn41518,1,0.31,1.4,1.75,1.13,1.75,0.8
rxn43077,rxn43077,1,2.18,4.19,5.26,1.79,5.26,0.8
rxn00909,methylenetetrahydrofolate reductase 1 (MTHFR1),1,4.79,5.25,6.67,4.48,6.67,0.79
rxn00910,5-methyltetrahydrofolate:NADP+ oxidoreductase,1,4.79,5.25,6.67,4.48,6.67,0.79
rxn01385,Xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming),1,2.97,8.22,4.17,10.47,10.47,0.79
rxn04453,5-hydroxyisourate amidohydrolase,1,5.63,4.43,1.81,3.75,5.63,0.79
rxn04809,"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyas",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04810,"(1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutathione-lyas",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04811,"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyas",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04830,"1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene glutathione-ly",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04831,"1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene glutathione-ly",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04832,"1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene glutathione-ly",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04833,"1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene glutathione-ly",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04872,"3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene glutathione-lyase ",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04873,"2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene glutathione-lyase ",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04886,"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyas",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04887,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04894,"S-(2,2-dichloro-1-hydroxy)ethyl-glutathione 2,2-dichloroacetaldehyde-l",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04895,"1,1-dichloroethylene-epoxide:glutathione S-(chloroepoxyethyl)transfera",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04896,chloroacetyl-chloride:glutathione S-chloroacetyltransferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04897,2-(S-Glutathionyl)acetyl chloride:glutathione R-transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04903,"trichloroethene:glutathione S-(1,2-dichlorovinyl)transferase",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04916,"1,2-dibromoethane:glutathione ethylenetransferase (episulfonium-formin",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04919,2-bromoacetaldehyde:glutathione S-(formylmethyl)transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn04954,5-methyltetrahydrofolate:NAD+ oxidoreductase,1,4.79,5.25,6.67,4.48,6.67,0.79
rxn06401,RX:glutathione R-transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn07181,2-(S-glutathionyl)acetyl-chloride:glutathione 2-(S-glutathionyl)acetyl,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn11808,4-glutathionyl cyclophosphamide hydrolase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn12155,R-sulfate-ester:glutathione R-transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn15652,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase",5,4.42,7.4,2.26,9.35,9.35,0.79
rxn16246,glutathione-S-transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn19876,RX:glutathione R-transferase,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn19877,GST-RXN.c,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn28898,RXNBWI-8141.c,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn31674,R03522_c,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn37744,RXN-13673.c,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn40642,rxn40642,5,4.42,7.4,2.26,9.35,9.35,0.79
rxn47086,rxn47086,1,4.79,5.25,6.67,4.48,6.67,0.79
rxn40272,palmitoyl-CoA:[protein]-L-cysteine S-palmitoyltransferase,1,6.91,9.04,11.58,9.37,11.58,0.78
rxn45003,rxn45003,1,6.91,9.04,11.58,9.37,11.58,0.78
rxn00060,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methy,1,4.79,3.7,4.27,1.36,4.79,0.77
rxn17962,alpha-L-rhamnosidase N,1,1.87,3.46,4.5,2.23,4.5,0.77
rxn37688,Complex I dehydrogenase,8,19.46,20.93,19.75,27.03,27.03,0.77
rxn41594,rxn41594,1,1.87,3.46,4.5,2.23,4.5,0.77
rxn00003,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn02185,2-Acetolactate pyruvate-lyase (carboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn03194,(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn06077,L-methionine:oxidized-thioredoxin S-oxidoreductase,1,0.93,2.79,3.27,3.67,3.67,0.76
rxn07439,L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (R)-,1,0.93,2.79,3.27,3.67,3.67,0.76
rxn08043,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn15021,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn15491,(S)-2-Acetolactate pyruvate-lyase (carboxylating),4,7.23,18.53,17.92,24.4,24.4,0.76
rxn17272,free-methionine (R)-S-oxide reductase,1,0.93,2.79,3.27,3.67,3.67,0.76
rxn00623,hydrogen-sulfide:NADP+ oxidoreductase,2,5.51,5.19,5.68,6.9,6.9,0.75
rxn00821,glutathione:dehydroascorbate oxidoreductase,1,1.09,1.97,1.06,2.64,2.64,0.75
rxn02570,Hydrogen selenide:NADP+ oxidoreductase,2,5.51,5.19,5.68,6.9,6.9,0.75
rxn06418,Hydrogen selenide:NADP+ oxidoreductase,2,5.51,5.19,5.68,6.9,6.9,0.75
rxn06682,"Phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase",1,5.88,6.16,7.27,8.24,8.24,0.75
rxn20580,IP3 phosphatase,1,5.88,6.16,7.27,8.24,8.24,0.75
rxn34008,Sulfite Reductase (NADPH),2,5.51,5.19,5.68,6.9,6.9,0.75
rxn45528,rxn45528,1,1.09,1.97,1.06,2.64,2.64,0.75
rxn00543,ethanol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn00763,Glycerol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn01530,retinol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn01710,"Propane-1,3-diol:NAD+ 1-oxidoreductase",2,2.14,24.54,0.56,33.12,33.12,0.74
rxn01902,Phenylethylalcohol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn02996,4-Hydroxyphenylethanol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn03282,R04805,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn03333,"3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase",2,2.14,24.54,0.56,33.12,33.12,0.74
rxn03548,rxn03548,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn03549,rxn03549,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn03955,3-Methylbutanol:NAD(P) oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn04726,1-hydroxymethylnaphthalene:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn04736,(2-naphthyl)methanol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn04908,trichloroethanol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn05871,primary_alcohol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn05872,Secondary_alcohol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn06889,CHLREDRAFT_121409 hypothetical protein  [SP:A8JB38_CHLRE],2,2.14,24.54,0.56,33.12,33.12,0.74
rxn07236,alcohol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn07237,alcohol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn10770,R08557,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn11809,alcophosphamide:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn11834,"2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase",2,2.14,24.54,0.56,33.12,33.12,0.74
rxn11838,"4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase",2,2.14,24.54,0.56,33.12,33.12,0.74
rxn12191,R08558,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn14054,trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn14089,cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn19086,alcohol dehydrogenase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn20738,5-exo-hydroxycamphor dehydrogenase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn21117,5-hydroxyindole acetaldehyde reductase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn21217,"3,4-dihydroxyphenylglycol dehydrogenase",2,2.14,24.54,0.56,33.12,33.12,0.74
rxn22912,alcohol dehydrogenase,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn23384,RXN-13099.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn24075,RXN-5424.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn24079,RXN-5444.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn24352,RXN-7657.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn24383,RXN-7694.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn24405,RXN-7706.c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn27699,ALCOHOL-DEHYDROG-GENERIC-RXN.d,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn31731,R08558_c,2,2.14,24.54,0.56,33.12,33.12,0.74
rxn00001,diphosphate phosphohydrolase,2,24.23,23.09,18.59,31.71,31.71,0.73
rxn00016,chitobiose N-acetylglucosaminohydrolase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn00106,Triphosphate phosphohydrolase,2,24.23,23.09,18.59,31.71,31.71,0.73
rxn02495,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide N-acetylhexosaminohydrol",2,7.91,6.98,9.5,6.12,9.5,0.73
rxn02922,Trihexosylceramide N-acetylhexosaminohydrolase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn06737,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D- glucosy,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn07001,rxn07001,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn07061,rxn07061,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn15005,chitobiose N-acetylglucosaminohydrolase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn15406,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide N-acetylhexosaminohydrol",2,7.91,6.98,9.5,6.12,9.5,0.73
rxn15451,Trihexosylceramide N-acetylhexosaminohydrolase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn15478,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D- glucosy,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn17969,N-acetyl-beta-hexosaminidase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn21998,RXN-11622.c,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn23056,chitotriose beta-N-acetylglucosaminidase,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn26149,RXN0-5226.c,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn31349,ATHEX3/HEXO2 (BETA-HEXOSAMINIDASE 2); beta-N-acetylhexosaminidase/ hex,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn31350,ATHEX3/HEXO2 (BETA-HEXOSAMINIDASE 2); beta-N-acetylhexosaminidase/ hex,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn35564,R06141,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn35581,R06141,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn41480,rxn41480,2,7.91,6.98,9.5,6.12,9.5,0.73
rxn18055,lymphocyte antigen CD26,1,4.83,4.76,6.64,4.87,6.64,0.72
rxn22870,isoprimeverose alpha-xylosidase,1,0.26,1.15,0.88,1.59,1.59,0.72
rxn26087,alpha-xylosidase,1,0.26,1.15,0.88,1.59,1.59,0.72
rxn41795,rxn41795,1,4.83,4.76,6.64,4.87,6.64,0.72
rxn42347,rxn42347,1,0.26,1.15,0.88,1.59,1.59,0.72
rxn00113,"Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)",1,1.98,1.4,1.64,1.22,1.98,0.71
rxn00414,"hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-ph",1,1.98,1.4,1.64,1.22,1.98,0.71
rxn01018,carbamoyl-phosphate:L-aspartate carbamoyltransferase,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn06044,CDP-diacylglycerol:L-serine 3-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn06181,ATP:[protein]-L-tyrosine O-phosphotransferase,6,13.11,10.34,14.6,10.31,14.6,0.71
rxn07456,R07641,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn09205,Phosphatidylserine syntase (n-C12:0),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09206,Phosphatidylserine syntase (n-C14:0),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09207,Phosphatidylserine syntase (n-C14:1),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09208,Phosphatidylserine syntase (n-C16:0),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09209,Phosphatidylserine syntase (n-C16:1),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09210,Phosphatidylserine syntase (n-C18:0),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn09211,Phosphatidylserine syntase (n-C18:1),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10111,Phosphatidylserine syntase (Ecoli),1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10226,isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10227,anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferas,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10228,isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10229,isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10230,anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferas,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn10231,isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn11002,PSSA_HP,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn20569,CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn31726,R07641_c,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn33930,Average PE Lipid,3,17.28,15.2,20.92,21.55,21.55,0.71
rxn34026,Carbamoyl Phosphate Synthetase,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn34027,Aspartate Carbamoyltransferase,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn37004,CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn37005,CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase,1,17.28,15.2,20.92,21.55,21.55,0.71
rxn43432,rxn43432,3,13.11,10.34,14.6,9.31,14.6,0.71
rxn46468,rxn46468,1,1.98,1.4,1.64,1.22,1.98,0.71
rxn06365,ATP:1-Phosphatidyl-1D-myo-inositol 4-phosphotransferase,2,3.64,2.55,2.02,2.9,3.64,0.7
rxn16850,type II phosphatidylinositol kinase,2,3.64,2.55,2.02,2.9,3.64,0.7
rxn44887,rxn44887,11,15.41,17.23,22.09,24.96,24.96,0.69
rxn00187,L-Glutamate:ammonia ligase (ADP-forming),2,115.56,93.24,72.49,137.53,137.53,0.68
rxn00467,L-Ornithine:2-oxo-acid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn00468,L-ornithine:2-oxoglutarate aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn01520,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase",2,2.92,1.97,1.71,1.46,2.92,0.68
rxn02944,N2-succinyl-L-ornithine:2-oxoglutarate 5-aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn03406,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-,2,115.56,93.24,72.49,137.53,137.53,0.68
rxn03409,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-,2,115.56,93.24,72.49,137.53,137.53,0.68
rxn05981,L-Ornithine:2-oxo-acid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn11007,TMDSf,2,2.92,1.97,1.71,1.46,2.92,0.68
rxn15055,L-ornithine:2-oxoglutarate aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn20494,ornithine delta-transaminase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn33952,Glutamate-Ammonia Lyase,2,115.56,93.24,72.49,137.53,137.53,0.68
rxn34042,Thymidylate Synthase,2,2.92,1.97,1.71,1.46,2.92,0.68
rxn38905,Ornithine ketoacid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn38906,Ornithine ketoacid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn38907,Ornithine ketoacid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn38908,Ornithine ketoacid aminotransferase,1,4.85,11.16,3.48,16.44,16.44,0.68
rxn47426,rxn47426,2,2.92,1.97,1.71,1.46,2.92,0.68
rxn00189,L-Glutamine amidohydrolase,3,5.16,4.76,7.06,6.42,7.06,0.67
rxn00340,L-aspartate:ammonia ligase (AMP-forming),1,5.16,4.76,7.06,6.42,7.06,0.67
rxn00416,L-aspartate:L-glutamine amido-ligase (AMP-forming),1,5.16,4.76,7.06,6.42,7.06,0.67
rxn05781,ATP:protein phosphotransferase,87,60.97,40.89,57.4,41.29,60.97,0.67
rxn06428,ATP:protamine O-phosphotransferase,67,60.97,40.89,57.4,41.29,60.97,0.67
rxn17682,cyclin-dependent kinase 6,76,60.97,40.89,57.4,41.29,60.97,0.67
rxn33951,Asparagine Synthase (Glu Hydrolysing),1,5.16,4.76,7.06,6.42,7.06,0.67
rxn48174,rxn48174,78,60.97,40.89,57.4,41.29,60.97,0.67
rxn00802,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming),1,2.61,4.28,1.64,6.49,6.49,0.66
rxn05800,UDP-glucose:glycogen 4-alpha-D-glucosyltransferase,1,8.0,11.01,16.72,3.6,16.72,0.66
rxn15561,UDP-glucose:alpha-D-(1-3)-glucan 3-alpha-D-glucosyltransferase,1,8.0,11.01,16.72,3.6,16.72,0.66
rxn23778,RXN-22.c,1,2.61,4.28,1.64,6.49,6.49,0.66
rxn23872,geranylgeranyl-diphosphate:protein-cysteine geranyltransferase,3,5.53,4.28,4.39,6.44,6.44,0.66
rxn29990,argininosuccinate lyase,1,2.61,4.28,1.64,6.49,6.49,0.66
rxn33989,Arginosuccinate Lyase,1,2.61,4.28,1.64,6.49,6.49,0.66
rxn41143,"24,25-dihydrolanosterol 14-demethylase",1,4.47,4.52,6.82,3.56,6.82,0.66
rxn00650,L-cysteinylglycine dipeptidase,8,1.45,1.97,3.03,2.78,3.03,0.65
rxn01287,ATP:L-arabinose 1-phosphotransferase,1,2.23,2.55,2.65,3.93,3.93,0.65
rxn05762,Chloride:hydrogen-peroxide oxidoreductase,1,31.51,44.48,68.54,22.78,68.54,0.65
rxn06443,L-Methionine:tRNAMet ligase (AMP-forming),1,10.31,6.73,5.03,4.24,10.31,0.65
rxn06448,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),2,3.28,2.55,3.5,3.91,3.91,0.65
rxn06662,ATP:[DNA-directed RNA polymerase] phosphotransferase,4,6.45,4.19,5.13,2.8,6.45,0.65
rxn06781,Selenomethionine:tRNAMet ligase (AMP-forming),1,10.31,6.73,5.03,4.24,10.31,0.65
rxn13963,chloride:hydrogen-peroxide oxidoreductase,1,31.51,44.48,68.54,22.78,68.54,0.65
rxn15234,ATP:L-arabinose 1-phosphotransferase,1,2.23,2.55,2.65,3.93,3.93,0.65
rxn15235,ATP:L-arabinose 1-phosphotransferase,1,2.23,2.55,2.65,3.93,3.93,0.65
rxn18026,aminopeptidase I,8,1.45,1.97,3.03,2.78,3.03,0.65
rxn18782,glucosyl-oleandomycin-exporting ATPase,4,11.81,7.65,10.52,10.96,11.81,0.65
rxn19300,CPO,1,31.51,44.48,68.54,22.78,68.54,0.65
rxn20000,L-arabinokinase (phosphorylating),1,2.23,2.55,2.65,3.93,3.93,0.65
rxn20194,methionine-tRNA ligase,1,10.31,6.73,5.03,4.24,10.31,0.65
rxn20791,[RNA-polymerase]-subunit kinase,4,6.45,4.19,5.13,2.8,6.45,0.65
rxn27394,TrpRS,2,3.28,2.55,3.5,3.91,3.91,0.65
rxn31267,peptidase M1 family protein,8,1.45,1.97,3.03,2.78,3.03,0.65
