protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1687266.1	B0DK66	86.4	8.6e-230	Cytoplasmic tRNA 2-thiolation protein 1	2.7.7.- {ECO:0000255|HAMAP-Rule:MF_03053}	GO:0000049;GO:0002098;GO:0002143;GO:0002144;GO:0005739;GO:0005829;GO:0016779;GO:0032447;GO:0034227	lbc:LACBIDRAFT_330073
KAN1687267.1	A8P7F7	50.6	8.6e-258	Nucleolar protein 9		GO:0000056;GO:0000447;GO:0000472;GO:0000480;GO:0003723;GO:0005730;GO:0030686;GO:0030688	cci:CC1G_08217
KAN1687268.1	A0A348HAY2	49.7	8.0e-106	Probable secreted lipase phiG	3.1.1.1 {ECO:0000250|UniProtKB:L0TC47}	GO:0005576;GO:0016042;GO:0106435	
KAN1687269.1	A2QEQ6	30.6	7.5e-14	Beta-glucuronidase	3.2.1.31 {ECO:0000269|PubMed:18377882}	GO:0004566;GO:0005576	ang:An02g11890
KAN1687270.1	O60071	56.4	3.4e-68	Uncharacterized protein C13G1.09		GO:0000447;GO:0005634;GO:0005730;GO:0005737;GO:0006364;GO:0030515;GO:0030688	spo:2539887
KAN1687272.1	Q8NBZ7	62.8	2.6e-151	UDP-glucuronic acid decarboxylase 1	4.1.1.35 {ECO:0000269|PubMed:22810237, ECO:0000269|PubMed:23656592, ECO:0000269|PubMed:25521717, ECO:0000269|PubMed:40836090}	GO:0000139;GO:0005737;GO:0005789;GO:0005794;GO:0006024;GO:0032580;GO:0033320;GO:0042732;GO:0042802;GO:0042803;GO:0048040;GO:0070062;GO:0070403;GO:1902494	hsa:80146
KAN1687274.1	P38093	33.3	3.1e-85	Developmental regulator flbA		GO:0005096;GO:0006357;GO:0009898;GO:0010914;GO:0030436;GO:0035556;GO:0045461;GO:0045574;GO:0045744;GO:0048315;GO:0075306;GO:1900376	ani:ANIA_05893
KAN1687275.1	Q9FVZ7	42.7	1.6e-15	Membrane steroid-binding protein 1		GO:0005496;GO:0005783;GO:0005886;GO:0012505;GO:0016020	dosa:Os10g0502600;osa:4349046
KAN1687279.1	G2X8V1	48.2	2.3e-115	Heat shock protein STI1		GO:0005737;GO:0042030;GO:0051879	vda:VDAG_06242
KAN1687282.1	Q04212	34.7	9.2e-50	D-arabinose 1-dehydrogenase	1.1.1.116	GO:0045290;GO:0047816;GO:0070485	sce:YMR041C
KAN1687285.1	B5X0W9	49.6	3.5e-30	Isochorismatase domain-containing protein 1			sasa:106571829
KAN1687287.1	Q6CNM7	32.4	5.2e-24	Hsp70 nucleotide exchange factor FES1		GO:0000774;GO:0005783;GO:0006417	kla:KLLA0_E11375g
KAN1687288.1	F4I562	44.4	5.2e-50	AP-3 complex subunit mu		GO:0005739;GO:0005802;GO:0006886;GO:0006896;GO:0006897;GO:0009630;GO:0030121;GO:0035615	ath:AT1G56590
KAN1687289.1	Q6CFH9	55.5	3.4e-57	ATP synthase subunit d, mitochondrial		GO:0005743;GO:0015986;GO:0045259;GO:0046933	yli:2907546
KAN1687290.1	P0CM52	36.3	1.6e-55	Iron-sulfur cluster assembly factor IBA57 homolog, mitochondrial		GO:0005759	
KAN1687292.1	Q02772	41.0	2.5e-11	Cytochrome c oxidase assembly factor PET191		GO:0005739;GO:0005743;GO:0005758;GO:0033617	sce:YJR034W
KAN1687293.1	P77526	45.3	1.2e-50	Disulfide-bond oxidoreductase YfcG	1.11.1.-;1.8.4.-	GO:0004364;GO:0004601;GO:0005737;GO:0006979;GO:0015036;GO:0042803	ecj:JW2299;eco:b2302;ecoc:C3026_12840
KAN1687298.1	O94726	40.0	1.2e-135	ER degradation-enhancing alpha-mannosidase-like protein 1		GO:0005509;GO:0005783;GO:0005788;GO:0005829;GO:0005975;GO:0006986;GO:0016020;GO:0030246;GO:0044322;GO:0097466;GO:1904380	spo:2541981
KAN1687299.1	Q6CA53	56.1	2.7e-62	Adenine phosphoribosyltransferase	2.4.2.7	GO:0002055;GO:0003999;GO:0005634;GO:0005737;GO:0006166;GO:0006168;GO:0016208;GO:0044209;GO:0046872	yli:2911040
KAN1687300.1	Q764D2	91.4	5.4e-168	Small ribosomal subunit protein eS1		GO:0003735;GO:0006412;GO:0022627	
KAN1687302.1	Q6NU46	54.8	9.5e-138	Acetyl-CoA acetyltransferase A, mitochondrial	2.3.1.9 {ECO:0000250|UniProtKB:P24752}	GO:0003985;GO:0005739;GO:0006635;GO:0046872	xla:414639
KAN1687303.1	O94491	40.9	1.1e-46	Uncharacterized transporter C417.10		GO:0005783;GO:0005794;GO:0016020;GO:0022857;GO:0032153;GO:0035442;GO:0051286;GO:0071916	spo:2539419
KAN1687306.1	Q4PF70	60.7	1.2e-118	GPN-loop GTPase 3	3.6.5.- {ECO:0000250|UniProtKB:P47122}	GO:0003924;GO:0005525;GO:0006606;GO:0007064;GO:0046872	uma:UMAG_01243
KAN1687307.1	G9N4A8	33.1	2.5e-58	Cytochrome P450 monooxygenase virE	1.-.-.- {ECO:0000269|PubMed:31790246}	GO:0004497;GO:0005506;GO:0016705;GO:0020037	
KAN1687308.1	Q01284	31.4	3.8e-31	Nitronate monooxygenase	1.13.12.16	GO:0003700;GO:0009410;GO:0018580	ncr:NCU03949
KAN1687309.1	A0A0U3C228	70.3	3.3e-270	Flavin-dependent halogenase armH5	1.14.19.- {ECO:0000269|PubMed:26655762}	GO:0004497;GO:0044550;GO:0071949;GO:0140907	
KAN1687314.1	P08157	53.5	3.3e-175	Aldehyde dehydrogenase	1.2.1.3	GO:0004029;GO:0004030;GO:0005576;GO:0006067;GO:0006068;GO:0006567;GO:0019413;GO:0045991;GO:0046187;GO:0071470	ani:ANIA_00554
KAN1687315.1	Q8X077	65.6	2.7e-98	Probable proteasome subunit alpha type-2		GO:0005634;GO:0010499;GO:0019773;GO:0034515;GO:0043161	ncr:NCU06764
KAN1687316.1	P0CR76	68.2	4.2e-88	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	3.1.3.16	GO:0005847;GO:0006369;GO:0008420;GO:0031124	
KAN1687317.1	P59277	31.8	3.5e-09	Syntaxin-81		GO:0005634;GO:0005783;GO:0005794;GO:0006890;GO:0015031;GO:0031201	ath:AT1G51740
KAN1687318.1	A8NX72	61.5	3.0e-128	Golgi apparatus membrane protein TVP38		GO:0000022;GO:0000139;GO:0016192	cci:CC1G_00221
KAN1687320.1	P38716	44.2	2.4e-85	Uncharacterized trans-sulfuration enzyme YHR112C		GO:0005634;GO:0005737;GO:0016846;GO:0019346;GO:0030170	sce:YHR112C
KAN1687324.1	P87177	40.5	1.4e-146	Uncharacterized WD repeat-containing protein C3D6.12		GO:0005634;GO:0005829;GO:0030490;GO:0030515;GO:0032040;GO:0034388	spo:2540971
KAN1687325.1	Q2UPZ7	49.2	1.3e-160	Aspartyl aminopeptidase	3.4.11.21	GO:0000324;GO:0006508;GO:0008270;GO:0070006	aor:AO090005001447
KAN1687326.1	Q96G21	54.6	4.0e-102	U3 small nucleolar ribonucleoprotein protein IMP4		GO:0005654;GO:0005730;GO:0006364;GO:0030490;GO:0030515;GO:0030684;GO:0032040;GO:0034457;GO:0042134;GO:0042274	hsa:92856
KAN1687327.1	Q9C167	77.1	2.8e-170	Ribonucleoside-diphosphate reductase small chain	1.17.4.1	GO:0004748;GO:0009263;GO:0046872	ncr:NCU07887
KAN1687328.1	Q9C167	65.6	3.5e-184	Ribonucleoside-diphosphate reductase small chain	1.17.4.1	GO:0004748;GO:0009263;GO:0046872	ncr:NCU07887
KAN1687330.1	Q09711	75.3	2.0e-87	Calcium-binding protein NCS-1		GO:0005509;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0009966;GO:0016020;GO:0019722;GO:0030435;GO:0032588;GO:0046854;GO:0098744;GO:1905949	spo:2542523
KAN1687331.1	Q9P787	48.5	3.8e-67	ER membrane protein complex subunit 3		GO:0005789;GO:0005829;GO:0071816;GO:0072546	spo:2539739
KAN1687332.1	Q04338	32.1	9.8e-20	t-SNARE VTI1		GO:0000139;GO:0000149;GO:0000329;GO:0000421;GO:0005484;GO:0005774;GO:0005789;GO:0005794;GO:0005829;GO:0006886;GO:0006891;GO:0006895;GO:0006896;GO:0006897;GO:0006906;GO:0007036;GO:0010008;GO:0012507;GO:0016236;GO:0031201;GO:0031902;GO:0042144;GO:0042147;GO:0048210;GO:0048280;GO:0061911	sce:YMR197C
KAN1687334.1	Q9UT21	71.5	1.7e-172	Uncharacterized GTP-binding protein C9.07c		GO:0002181;GO:0003924;GO:0005525;GO:0005634;GO:0005737;GO:0005829;GO:1903833	spo:2543662
KAN1687335.1	Q4IJT0	53.4	6.0e-104	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	2.4.1.265 {ECO:0000250|UniProtKB:P40351}	GO:0005789;GO:0006487;GO:0006488;GO:0042283	fgr:FGSG_02528
KAN1687339.1	Q5ZL16	36.6	5.7e-52	WD repeat domain phosphoinositide-interacting protein 3		GO:0000045;GO:0000407;GO:0000422;GO:0000425;GO:0005764;GO:0005829;GO:0009267;GO:0030674;GO:0032266;GO:0034045;GO:0034497;GO:0044804;GO:0061723;GO:0080025	gga:417339
KAN1687340.1	O14133	38.8	5.8e-23	Arginyl-tRNA--protein transferase 1	2.3.2.8	GO:0004057;GO:0005634;GO:0005737;GO:0005829;GO:0010498;GO:0071596	spo:2542941
KAN1687343.1	G2XBY5	48.2	1.0e-78	Sugar transporter 3		GO:0005351;GO:0016020	vda:VDAG_07563
KAN1687344.1	O60072	39.2	0.0e+00	RQC trigger complex helicase rqt2	3.6.4.13 {ECO:0000250|UniProtKB:P53327}	GO:0003676;GO:0003724;GO:0005524;GO:0005829;GO:0016887;GO:0051321;GO:0072344;GO:0180022	spo:2539673
KAN1687345.1	O14209	49.6	1.1e-135	Uncharacterized aminotransferase C6B12.04c	2.6.1.-	GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0006520;GO:0016212;GO:0030170;GO:0047536	spo:2543228
KAN1687347.1	A0A0D1E015	38.1	1.8e-124	FYVE zinc finger domain protein UPA1		GO:0005768;GO:0005856;GO:0008270;GO:0016740;GO:0051028	uma:UMAG_12183
KAN1687349.1	Q4PFD9	56.7	0.0e+00	Pre-mRNA-processing ATP-dependent RNA helicase PRP5	3.6.4.13	GO:0000398;GO:0003676;GO:0003724;GO:0005524;GO:0005634;GO:0016887	uma:UMAG_01174
KAN1687350.1	Q9USN4	46.7	2.0e-17	Uncharacterized transporter C1529.01		GO:0005783;GO:0005886;GO:0022857;GO:0042908;GO:0055085;GO:0140115;GO:1903710;GO:1903711	spo:2539221
KAN1687351.1	D7PHY8	43.5	1.9e-79	Efflux pump vrtL		GO:0016020;GO:0022857;GO:0140872	
KAN1687354.1	Q54CP1	43.1	1.8e-45	Ribosomal RNA-processing protein 8	2.1.1.-	GO:0000183;GO:0005677;GO:0005730;GO:0006351;GO:0006364;GO:0008168;GO:0032259;GO:0033553	ddi:DDB_G0292960
KAN1687358.1	B8FZ68	46.9	4.3e-63	Uracil phosphoribosyltransferase	2.4.2.9 {ECO:0000255|HAMAP-Rule:MF_01218}	GO:0000287;GO:0004845;GO:0005525;GO:0005737;GO:0006223;GO:0044206	dhd:Dhaf_4825
KAN1687359.1	Q09878	33.4	8.4e-115	Probable sulfite reductase [NADPH] flavoprotein component	1.8.1.2	GO:0000103;GO:0004783;GO:0005829;GO:0009337;GO:0010181;GO:0016491;GO:0050660;GO:0070814	spo:2538821
KAN1687360.1	O64890	31.5	3.9e-68	Endoglucanase 13	3.2.1.4	GO:0005576;GO:0008810;GO:0030245;GO:0071555	ath:AT2G44550
KAN1687362.1	P05747	72.4	1.5e-19	Large ribosomal subunit protein eL29		GO:0002181;GO:0003735;GO:0005737;GO:0005829;GO:0022625	sce:YFR032C-A
KAN1687364.1	P0CQ32	43.5	1.8e-49	DNA replication complex GINS protein PSF3		GO:0000811;GO:0006270	
KAN1687369.1	P49605	38.2	4.6e-90	cAMP-dependent protein kinase regulatory subunit		GO:0000785;GO:0004862;GO:0005634;GO:0005829;GO:0005886;GO:0005952;GO:0006995;GO:0007189;GO:0010603;GO:0030552;GO:0034236;GO:0042149;GO:0042802;GO:0045944;GO:0046580;GO:0097271	uma:UMAG_06450
KAN1687370.1	Q54P26	30.1	2.6e-15	Probable serine/threonine-protein kinase samkB	2.7.11.1	GO:0004674;GO:0005524;GO:0106310	ddi:DDB_G0284859
KAN1687371.1	O42896	37.5	1.0e-78	Uncharacterized oxidoreductase C115.03	1.-.-.-	GO:0000122;GO:0000166;GO:0005634;GO:0005829;GO:0016491;GO:0019210	
KAN1687373.1	P55251	68.0	0.0e+00	3-isopropylmalate dehydratase	4.2.1.33	GO:0003861;GO:0009098;GO:0009316;GO:0046872;GO:0051539	
KAN1687375.1	Q10449	46.3	2.0e-132	Meiotically up-regulated gene 157 protein		GO:0004559;GO:0005783;GO:0005789;GO:0005975;GO:0051321	spo:2543213
KAN1687380.1	E3QQU9	50.4	1.9e-101	Leucine aminopeptidase 1	3.4.11.-	GO:0004177;GO:0005576;GO:0006508;GO:0008235;GO:0046872	
KAN1687381.1	P53875	52.9	2.9e-52	Large ribosomal subunit protein uL11m		GO:0003735;GO:0005739;GO:0005743;GO:0005762;GO:0006412;GO:0032543;GO:0070180	sce:YNL185C
KAN1687385.1	Q13310	37.6	4.0e-08	Polyadenylate-binding protein 4		GO:0003723;GO:0003730;GO:0005634;GO:0005737;GO:0005829;GO:0006396;GO:0006401;GO:0006412;GO:0007596;GO:0008143;GO:0008266;GO:0010494;GO:1990904	hsa:8761
KAN1687388.1	O42859	50.0	1.8e-25	Small ribosomal subunit protein uS14m		GO:0003735;GO:0005739;GO:0005743;GO:0005763;GO:0006412;GO:0032543	spo:2541862
KAN1687389.1	Q09752	37.7	7.0e-104	Vacuolar amino acid uptake transporter fnx1		GO:0000324;GO:0000329;GO:0015174;GO:0015182;GO:0015188;GO:0015189;GO:0015802;GO:0055085;GO:0090517;GO:1903714;GO:1990591	spo:2539786
KAN1687390.1	O42626	57.4	9.0e-181	Serine/threonine-protein kinase nrc-2	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0030435;GO:0045332;GO:0048315;GO:0106310	ncr:NCU01797
KAN1687391.1	Q4WE63	31.6	7.2e-08	Heat shock transcription factor hsfA		GO:0000978;GO:0003700;GO:0005634;GO:0006351	afm:AFUA_5G01900
KAN1687395.1	O94547	60.8	8.2e-153	Serine/threonine-protein kinase srk1	2.7.11.1 {ECO:0000269|PubMed:15629716}	GO:0004674;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0010515;GO:0010972;GO:0034599;GO:0042764;GO:0044773;GO:0051321;GO:0071470;GO:0106310;GO:1900181	spo:2539027
KAN1687397.1	Q5U5C5	42.9	7.7e-108	U4/U6 small nuclear ribonucleoprotein Prp31		GO:0000244;GO:0000398;GO:0005634;GO:0005687;GO:0005690;GO:0015030;GO:0016607;GO:0030622;GO:0046540;GO:0071005;GO:0071011;GO:0071339;GO:0097526	xla:495301
KAN1687398.1	Q6CFQ0	72.8	6.2e-71	Iron sulfur cluster assembly protein 1, mitochondrial		GO:0002098;GO:0005737;GO:0005759;GO:0006879;GO:0008198;GO:0044571;GO:0051537;GO:0140132	yli:2907434
KAN1687399.1	Q27272	40.8	1.5e-15	Transcription initiation factor TFIID subunit 9		GO:0000124;GO:0001223;GO:0003713;GO:0005634;GO:0005669;GO:0006366;GO:0006367;GO:0030707;GO:0045893;GO:0046982;GO:0051123	dme:Dmel_CG6474
KAN1687403.1	Q2I8V6	38.2	9.5e-12	1,5-anhydro-D-fructose reductase	1.1.1.292	GO:0000166;GO:0033712	ag:ABA25865
KAN1687407.1	O31521	34.9	2.8e-54	Unsaturated rhamnogalacturonyl hydrolase YesR	3.2.1.172	GO:0005737;GO:0005975;GO:0102211	bsu:BSU07000
KAN1687409.1	P90513	64.5	7.4e-107	Proteasome subunit alpha type-3		GO:0005634;GO:0005737;GO:0006511;GO:0010498;GO:0019773	
KAN1687410.1	Q5RE15	44.7	1.5e-67	26S proteasome non-ATPase regulatory subunit 8		GO:0005634;GO:0005829;GO:0008541;GO:0022624;GO:0043161	
KAN1687411.1	Q55GJ6	67.2	1.8e-97	Proteasome subunit beta type-6	3.4.25.1	GO:0004175;GO:0004298;GO:0005634;GO:0005737;GO:0005829;GO:0010498;GO:0019774;GO:0043161	ddi:DDB_G0267390
KAN1687412.1	O14224	40.9	3.0e-38	Rho GDP-dissociation inhibitor		GO:0005094;GO:0005634;GO:0005829;GO:0007266;GO:0016020;GO:0030036	spo:2543214
KAN1687413.1	O59714	37.3	9.8e-56	Uncharacterized membrane protein C3B8.06		GO:0005783;GO:0005789	
KAN1687414.1	O43000	43.3	2.0e-63	Pantothenate transporter liz1		GO:0005794;GO:0005886;GO:0015233;GO:0098717	
KAN1687416.1	Q6PH52	46.8	3.1e-99	Pachytene checkpoint protein 2 homolog		GO:0005524;GO:0005634;GO:0005694;GO:0006302;GO:0007130;GO:0007131;GO:0007283;GO:0009653;GO:0016887;GO:0042802;GO:0048477;GO:0051598	dre:393554
KAN1687418.1	Q4P5R8	36.5	2.3e-86	Protein STU1		GO:0005634;GO:0005815;GO:0005876;GO:0005881;GO:0008017;GO:0051301;GO:0072686;GO:0090307;GO:1990023	uma:UMAG_11759
KAN1687422.1	Q6AWU6	39.4	8.2e-39	Probable thiol methyltransferase 2	2.1.1.9	GO:0005737;GO:0005777;GO:0005829;GO:0009941;GO:0018708;GO:0032259	ath:AT2G43940
KAN1687423.1	O74966	53.9	1.6e-24	Small nuclear ribonucleoprotein G		GO:0000395;GO:0000398;GO:0003723;GO:0005634;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0005829;GO:0034719;GO:0045292;GO:0046540;GO:0071004;GO:0071011;GO:0071013;GO:0071014;GO:0097526	spo:2540855
KAN1687425.1	B0DK33	77.6	1.9e-240	Mitochondrial distribution and morphology protein 10		GO:0001401;GO:0015914;GO:0032865;GO:0045040;GO:0051654;GO:0070096;GO:1990456	lbc:LACBIDRAFT_303697
KAN1687426.1	Q3T0F2	52.9	5.5e-34	Trafficking protein particle complex subunit 2		GO:0005634;GO:0005737;GO:0005793;GO:0006351;GO:0006888;GO:0030008;GO:0048471	bta:616748
KAN1687428.1	Q4P2E8	35.8	3.8e-93	Actin-related protein 4		GO:0003682;GO:0006281;GO:0006338;GO:0006351;GO:0006357;GO:0016514;GO:0035267	uma:UMAG_05715
KAN1687429.1	A8NWR2	77.1	0.0e+00	Ribosome biogenesis protein ERB1		GO:0000463;GO:0000466;GO:0005654;GO:0030687;GO:0043021;GO:0070545	cci:CC1G_00099
KAN1687431.1	O14348	63.6	5.4e-50	Negative cofactor 2 complex subunit beta		GO:0000122;GO:0005634;GO:0005829;GO:0016251;GO:0017025;GO:0017054;GO:0046982;GO:0051123	spo:2540406
KAN1687432.1	Q3T0Z8	74.2	4.8e-29	Small nuclear ribonucleoprotein F		GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005683;GO:0005684;GO:0005685;GO:0005687;GO:0005829;GO:0034709;GO:0034715;GO:0034719;GO:0046540;GO:0071005;GO:0071007;GO:0071013	bta:615240
KAN1687434.1	A0A0S1RVB0	52.9	3.9e-89	4'-phosphopantetheinyl transferase pptA	2.7.8.7 {ECO:0000269|PubMed:26496685}	GO:0000287;GO:0005829;GO:0008897;GO:0019878	
KAN1687435.1	O94553	41.5	2.4e-46	Probable DNA-directed RNA polymerase III subunit rpc6		GO:0003899;GO:0005634;GO:0005654;GO:0005666;GO:0005829;GO:0006384;GO:0006386	spo:2538992
KAN1687437.1	O94242	38.5	2.0e-118	Aspartate--tRNA ligase, mitochondrial	6.1.1.12	GO:0003676;GO:0004815;GO:0005524;GO:0005739;GO:0005759;GO:0006422	spo:2538918
KAN1687439.1	Q7VDB0	31.5	3.4e-08	Large ribosomal subunit protein bL19		GO:0003735;GO:0006412;GO:0022625	pma:Pro_0473
KAN1687440.1	Q7ZXB8	49.2	8.8e-45	Polyadenylate-binding protein 2-B		GO:0000165;GO:0003723;GO:0005634;GO:0005737;GO:0008143;GO:0031124;GO:0042405;GO:0070063;GO:0071222;GO:1904247;GO:1990904	xla:380411
KAN1687442.1	A0AAD6J5T3	53.2	2.3e-119	Acyl-CoA dehydrogenase Dda_0189	1.3.8.8 {ECO:0000250|UniProtKB:Q709F0}	GO:0004466;GO:0005737;GO:0033539;GO:0050660	
KAN1687443.1	A0AAD6J5T3	60.8	4.3e-173	Acyl-CoA dehydrogenase Dda_0189	1.3.8.8 {ECO:0000250|UniProtKB:Q709F0}	GO:0004466;GO:0005737;GO:0033539;GO:0050660	
KAN1687444.1	A0A067P0I9	85.7	3.5e-20	Class I hydrophobin 11		GO:0005199;GO:0005576;GO:0009277	
KAN1687447.1	Q5AHG6	64.3	8.2e-163	Serine/threonine-protein kinase SCH9	2.7.11.1	GO:0000329;GO:0000785;GO:0001410;GO:0004674;GO:0005524;GO:0005634;GO:0009267;GO:0030447;GO:0032880;GO:0033660;GO:0034599;GO:0035556;GO:0036170;GO:0036171;GO:0044114;GO:0044182;GO:0045943;GO:0045945;GO:0047484;GO:0060963;GO:0090153;GO:0106310;GO:1900436;GO:1900438;GO:1901494;GO:1904828	cal:CAALFM_C203940CA
KAN1687449.1	J9VHE9	52.0	4.3e-45	UHRF1-like protein		GO:0005634;GO:0016567;GO:0044027;GO:0044729;GO:0061630	cng:CNAG_00677
KAN1687450.1	Q1MTR2	40.5	2.6e-11	Exon junction complex associated RNA-binding protein Rns1		GO:0000398;GO:0003723;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0035145;GO:0061574	spo:2539695
KAN1687451.1	Q12200	35.3	2.2e-246	NPC intracellular sterol transporter 1-related protein 1		GO:0000329;GO:0005783;GO:0006665;GO:0015918;GO:0016020;GO:0022857;GO:0032934	sce:YPL006W
KAN1687452.1	P0CN18	53.3	9.9e-167	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	2.5.1.108 {ECO:0000250|UniProtKB:P40487}	GO:0005737;GO:0017183;GO:0046872;GO:0051539;GO:0090560;GO:0120513	cne:CNA07400
KAN1687453.1	O13882	34.3	3.2e-21	Small ribosomal subunit protein uS11m		GO:0003735;GO:0005737;GO:0005743;GO:0005763;GO:0006412;GO:0032543	spo:2542616
KAN1687454.1	O74866	46.3	1.9e-50	Riboflavin kinase	2.7.1.26	GO:0005524;GO:0005739;GO:0005743;GO:0005829;GO:0006771;GO:0008270;GO:0008531;GO:0009231;GO:0009398	spo:2539192
KAN1687457.1	P0CM94	50.9	1.9e-34	Pre-mRNA-splicing factor CWC21		GO:0005681;GO:0005737;GO:0006397;GO:0008380	cne:CNG02690
KAN1687458.1	Q6C846	49.4	6.4e-137	Acetylornithine aminotransferase, mitochondrial	2.6.1.11	GO:0003992;GO:0005759;GO:0006526;GO:0030170;GO:0042802	yli:2910247
KAN1687459.1	Q92403	74.6	1.1e-316	5-aminolevulinate synthase, mitochondrial	2.3.1.37	GO:0003870;GO:0005759;GO:0006782;GO:0030170	
KAN1687460.1	Q8C3P7	47.7	3.6e-125	N(6)-adenosine-methyltransferase catalytic subunit METTL3	2.1.1.348 {ECO:0000269|PubMed:24394384}	GO:0000398;GO:0001510;GO:0001734;GO:0003729;GO:0005634;GO:0005654;GO:0005794;GO:0005829;GO:0006397;GO:0006402;GO:0006406;GO:0006974;GO:0007283;GO:0007623;GO:0008173;GO:0009048;GO:0016556;GO:0016604;GO:0016607;GO:0019827;GO:0021861;GO:0031053;GO:0034644;GO:0036396;GO:0042063;GO:0043489;GO:0045087;GO:0045580;GO:0045727;GO:0045746;GO:0046982;GO:0048477;GO:0051445;GO:0060339;GO:0061014;GO:0061157;GO:0098508;GO:0141119;GO:1902036;GO:1903679;GO:1904047	mmu:56335
KAN1687461.1	Q54NA6	34.4	2.5e-30	Myb-like protein L		GO:0001006;GO:0005634;GO:0019185;GO:0042795;GO:0042796	ddi:DDB_G0285373
KAN1687462.1	Q54UB0	30.8	5.6e-10	Transmembrane protein 208 homolog		GO:0005773;GO:0005789;GO:0006624	ddi:DDB_G0281177
KAN1687463.1	O60020	45.0	5.2e-85	Aspartic protease	3.4.23.-	GO:0004190;GO:0005576;GO:0006508	
KAN1687465.1	Q9H5Z1	48.1	5.9e-224	Probable ATP-dependent RNA helicase DHX35	3.6.4.13	GO:0000398;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005654;GO:0016887;GO:0071013	hsa:60625
KAN1687468.1	O14249	41.6	9.2e-76	Probable cardiolipin-specific deacylase 1, mitochondrial	3.5.1.- {ECO:0000250|UniProtKB:P53264}	GO:0004623;GO:0005737;GO:0005743;GO:0005783;GO:0005794;GO:0006654;GO:0042171;GO:0055088	spo:2542281
KAN1687470.1	Q96361	63.7	3.1e-78	ADP-ribosylation factor 1	3.6.5.2 {ECO:0000250|UniProtKB:P84077}	GO:0003925;GO:0005525;GO:0005794;GO:0015031;GO:0016192	brp:103842229;brp:103864586
KAN1687471.1	Q10990	33.4	1.0e-32	Cell division cycle protein cdt2		GO:0005634;GO:0006511;GO:0016567;GO:0030674;GO:0043161;GO:0044877;GO:0051301;GO:0051321;GO:0080008;GO:2000779	spo:2542374
KAN1687472.1	O14104	57.4	1.2e-127	Homoisocitrate dehydrogenase	1.1.1.87	GO:0000287;GO:0005737;GO:0005739;GO:0005759;GO:0009085;GO:0019878;GO:0047046;GO:0051287	spo:2542609
KAN1687478.1	B0CRU6	63.9	4.3e-119	Fe-S cluster assembly protein DRE2		GO:0005758;GO:0009055;GO:0016226;GO:0046872;GO:0051537;GO:0051539	lbc:LACBIDRAFT_305744
KAN1687479.1	Q68EZ2	57.6	3.4e-25	Forkhead box protein J2		GO:0000978;GO:0000981;GO:0005634;GO:0006351;GO:0006357;GO:0043565;GO:0045893	xla:447345
KAN1687482.1	O94609	57.8	0.0e+00	Ubiquitin-activating enzyme E1 1	6.2.1.45 {ECO:0000269|PubMed:23416107, ECO:0000269|PubMed:39143218}	GO:0000287;GO:0004839;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006511;GO:0006974;GO:0016567;GO:0016887	
KAN1687483.1	Q9VR99	36.8	1.6e-91	Splicing factor Cactin		GO:0000398;GO:0002760;GO:0003723;GO:0005681;GO:0005737;GO:0009950;GO:0045292;GO:0045752;GO:0071013;GO:0098586;GO:0106222	dme:Dmel_CG1676
KAN1687484.1	Q8RC24	45.0	8.2e-89	ATP-dependent Clp protease ATP-binding subunit ClpX		GO:0005524;GO:0008270;GO:0009376;GO:0016887;GO:0046983;GO:0051082;GO:0051301;GO:0051603;GO:0140662	tte:TTE0626
KAN1687485.1	Q09717	69.8	2.4e-58	Ran-specific GTPase-activating protein 1		GO:0005096;GO:0005525;GO:0005643;GO:0005829;GO:0006405;GO:0006606;GO:0031291;GO:0051168	spo:2540142
KAN1687486.1	G2X242	48.1	6.8e-56	Effector Vd6317		GO:0005783;GO:0006621;GO:0006888;GO:0016020;GO:0016050;GO:0030134	vda:VDAG_04366
KAN1687487.1	O14343	52.9	7.2e-124	Kinesin-like protein 5		GO:0000022;GO:0000070;GO:0000226;GO:0000776;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005871;GO:0005873;GO:0007018;GO:0007019;GO:0007052;GO:0007079;GO:0008017;GO:0008574;GO:0015630;GO:0016887;GO:0016938;GO:0044732;GO:0051301;GO:0051647;GO:0055028;GO:0061673;GO:0061804;GO:0070462;GO:0072686;GO:0099607;GO:0140210;GO:1902426;GO:1990023;GO:1990295;GO:1990758;GO:1990942	spo:2540361
