protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8700335.1	Q99JI4	51.7	8.8e-118	26S proteasome non-ATPase regulatory subunit 6		GO:0000502;GO:0005838;GO:0008021;GO:0022624;GO:0043161	mmu:66413
KAJ8700336.1	Q7U0Y2	43.5	3.1e-16	Acyl-CoA dehydrogenase fadE12	1.3.99.-	GO:0003995;GO:0005737;GO:0033539;GO:0050660	mbo:BQ2027_MB0997C
KAJ8700338.1	O34421	30.6	6.0e-28	Probable acyl-CoA dehydrogenase YngJ	1.3.99.-	GO:0003995;GO:0005737;GO:0033539;GO:0050660	bsu:BSU18260
KAJ8700341.1	P54719	30.1	4.2e-23	Uncharacterized ABC transporter ATP-binding protein YfiC		GO:0005524;GO:0005886;GO:0016887;GO:0042626;GO:0055085;GO:0140359	bsu:BSU08220
KAJ8700342.1	Q7ZXV8	55.6	3.7e-31	BUB3-interacting and GLEBS motif-containing protein ZNF207		GO:0000070;GO:0000776;GO:0001578;GO:0005634;GO:0005819;GO:0005874;GO:0007094;GO:0008017;GO:0008270;GO:0008608;GO:0046785;GO:0050821;GO:0051301;GO:0051983;GO:0090307;GO:1990047	xla:380016
KAJ8700345.1	P38889	50.0	4.7e-26	Transcription factor SKN7		GO:0000156;GO:0000304;GO:0000978;GO:0003700;GO:0005634;GO:0005829;GO:0006357;GO:0006368;GO:0008361;GO:0034599;GO:0043565;GO:1900101	sce:YHR206W
KAJ8700346.1	O64768	30.2	2.1e-24	RAF-like serine/threonine-protein kinase 24	2.7.11.1 {ECO:0000255|PROSITE-ProRule:PRU10027}	GO:0004672;GO:0004674;GO:0004712;GO:0005524;GO:0005634;GO:0005737;GO:0007165;GO:0009733;GO:0009734;GO:0010928;GO:0071365	ath:AT2G35050
KAJ8700347.1	A8NVW1	52.1	1.2e-243	Inclusion body clearance protein IML2		GO:0005634;GO:0005741;GO:0005829	cci:CC1G_04079
KAJ8700351.1	B0DQB9	81.0	6.3e-264	Adenylosuccinate synthetase 1	6.3.4.4 {ECO:0000255|HAMAP-Rule:MF_03125}	GO:0000287;GO:0004019;GO:0005525;GO:0005737;GO:0044208;GO:0046040	lbc:LACBIDRAFT_295311
KAJ8700352.1	Q3UJB0	53.8	4.4e-128	Splicing factor 3B subunit 2		GO:0000398;GO:0005634;GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0016607;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018	mmu:319322
KAJ8700355.1	Q02953	43.2	3.5e-47	Heat shock factor protein		GO:0000785;GO:0000978;GO:0000981;GO:0001228;GO:0003700;GO:0005634;GO:0005737;GO:0005829;GO:0006351;GO:0034605;GO:0045944	spo:2541888
KAJ8700356.1	A0A0F7GG06	31.8	3.4e-120	Amidohydrolase tasK	3.5.4.- {ECO:0000305|PubMed:25885659}	GO:0006046;GO:0008448;GO:0016020;GO:0046872	
KAJ8700358.1	G0SHF3	64.1	2.0e-161	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	1.2.4.1 {ECO:0000269|PubMed:33567276, ECO:0000269|PubMed:34836937}	GO:0004739;GO:0005739;GO:0006086;GO:0046872	cthr:CTHT_0069820
KAJ8700359.1	P0CM84	44.5	3.0e-24	Cytochrome c oxidase assembly protein COX16, mitochondrial		GO:0005743;GO:0033617	cne:CNI00260
KAJ8700360.1	Q91W86	33.7	5.4e-160	Vacuolar protein sorting-associated protein 11 homolog		GO:0000166;GO:0005764;GO:0005765;GO:0005768;GO:0005769;GO:0005770;GO:0005776;GO:0005884;GO:0006886;GO:0006904;GO:0007032;GO:0007033;GO:0008270;GO:0008333;GO:0016567;GO:0019904;GO:0019905;GO:0030136;GO:0030139;GO:0030674;GO:0030897;GO:0031902;GO:0033147;GO:0033263;GO:0034058;GO:0045732;GO:0048284;GO:0048786;GO:0061630;GO:0061909;GO:1902115;GO:2000643	mmu:71732
KAJ8700361.1	Q6C8S0	48.4	3.2e-13	ATP synthase subunit J, mitochondrial		GO:0005743;GO:0015986;GO:0033615;GO:0045259;GO:0046933	yli:2911301
KAJ8700362.1	P0CM81	42.9	4.5e-174	Conserved oligomeric Golgi complex subunit 6		GO:0000139;GO:0006891;GO:0015031;GO:0017119	cnb:CNBL0500
KAJ8700364.1	Q566L7	44.9	3.5e-16	Protein LSM14 homolog B		GO:0003729;GO:0006417;GO:1990904	xtr:595068
KAJ8700366.1	B8NNK9	31.3	3.3e-64	Probable glucan 1,3-beta-glucosidase D	3.2.1.58	GO:0004338;GO:0005576;GO:0005886;GO:0009251;GO:0009986;GO:0071555	
KAJ8700368.1	P0CR00	68.1	8.5e-192	ATP-dependent rRNA helicase RRP3	3.6.4.13 {ECO:0000250|UniProtKB:P38712}	GO:0003723;GO:0003724;GO:0005524;GO:0005634;GO:0006364;GO:0016887	cne:CNI02850
KAJ8700372.1	Q92BK1	44.5	2.6e-95	tRNA-specific 2-thiouridylase MnmA	2.8.1.13 {ECO:0000255|HAMAP-Rule:MF_00144}	GO:0000049;GO:0002143;GO:0005524;GO:0005737;GO:0103016	lin:lin1547
KAJ8700373.1	Q4PE51	32.5	1.5e-251	Vacuolar membrane-associated protein IML1		GO:0005096;GO:0005774;GO:0010508;GO:0035556;GO:1904262;GO:1990130	uma:UMAG_01612
KAJ8700374.1	Q6P632	59.9	7.9e-66	N-alpha-acetyltransferase 20	2.3.1.254 {ECO:0000250|UniProtKB:P61599}	GO:0004596;GO:0005634;GO:0005737;GO:0006474;GO:0017190;GO:0017192;GO:0018002;GO:0031416;GO:0032956;GO:0120518	xtr:394715
KAJ8700377.1	P53983	48.2	8.9e-08	Probable ERAD-associated E3 ubiquitin-protein ligase ASI1	2.3.2.27	GO:0004842;GO:0005637;GO:0006511;GO:0008270;GO:0016567;GO:0034399;GO:0043161;GO:0061630;GO:0071230;GO:0097658	sce:YNL008C
KAJ8700386.1	O94753	60.8	7.5e-149	Versatile peroxidase VPL2	1.11.1.16 {ECO:0000269|PubMed:12884090, ECO:0000269|PubMed:16246366, ECO:0000269|PubMed:9987124}	GO:0000302;GO:0005576;GO:0016689;GO:0020037;GO:0034599;GO:0042744;GO:0046274;GO:0046872;GO:0052750	
KAJ8700387.1	Q92429	75.1	1.8e-109	Superoxide dismutase [Mn], mitochondrial	1.15.1.1 {ECO:0000250|UniProtKB:P0A0J3}	GO:0004784;GO:0005759;GO:0030145	
KAJ8700389.1	E5AE42	43.1	2.5e-80	Zinc-type alcohol dehydrogenase-like protein YogA	1.-.-.- {ECO:0000305|PubMed:23396262}	GO:0016491	
KAJ8700390.1	Q76PD2	44.8	5.8e-75	E3 ubiquitin-protein ligase hel2	2.3.2.27 {ECO:0000250|UniProtKB:Q05580}	GO:0005737;GO:0005829;GO:0008270;GO:0016567;GO:0043022;GO:0061630;GO:0072344	spo:2539079
KAJ8700391.1	O94269	36.4	6.7e-66	Probable ubiquitin carboxyl-terminal hydrolase 3	3.4.19.12	GO:0004843;GO:0005634;GO:0005737;GO:0005829;GO:0010494;GO:0016579;GO:0031647;GO:0071629;GO:0140492;GO:2000156	spo:2541378
KAJ8700392.1	P31382	49.4	1.1e-239	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	2.4.1.109 {ECO:0000269|PubMed:8543034}	GO:0004169;GO:0005783;GO:0005789;GO:0006493;GO:0009272;GO:0032527;GO:0035269;GO:0036503;GO:0097582;GO:0097584;GO:1900101	sce:YAL023C
KAJ8700393.1	Q5ATG7	38.4	2.1e-84	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700394.1	Q5ATG7	36.4	1.5e-56	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700395.1	Q5ATG7	33.3	1.1e-36	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700396.1	Q5ATG7	39.1	9.8e-83	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700397.1	A0A0C4VYV1	37.1	6.9e-79	MFS-type transporter 1		GO:0005886;GO:0022857	
KAJ8700398.1	Q0CZG9	40.5	5.2e-65	MFS-type transporter pytF		GO:0005886;GO:0022857	
KAJ8700399.1	Q4P331	87.6	4.4e-250	ATP-dependent RNA helicase eIF4A	3.6.4.13	GO:0002183;GO:0003723;GO:0003724;GO:0003743;GO:0005524;GO:0010494;GO:0016887	uma:UMAG_05482
KAJ8700400.1	Q9QYJ7	39.1	2.8e-22	Dual specificity protein phosphatase 13B	3.1.3.16 {ECO:0000269|PubMed:10585869};3.1.3.48 {ECO:0000269|PubMed:10585869}	GO:0004722;GO:0004725;GO:0005737;GO:0008138;GO:0016311;GO:0016791;GO:0033549;GO:0043409	mmu:27389
KAJ8700401.1	P36863	50.9	7.3e-64	GTP-binding protein yptV4		GO:0003924;GO:0005525;GO:0005886;GO:0015031	vcn:VOLCADRAFT_106534
KAJ8700405.1	O93980	46.5	4.9e-34	Cytochrome c oxidase polypeptide 5, mitochondrial		GO:0005743;GO:0006123;GO:0016491;GO:0045277	
KAJ8700408.1	A8NCK5	35.4	3.6e-46	Alpha-cuprenene synthase COP6	4.2.3.- {ECO:0000269|PubMed:19400802, ECO:0000269|PubMed:20419721}	GO:0016838;GO:0046872	cci:CC1G_03563
KAJ8700409.1	I6LDA6	57.7	1.8e-210	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12 {ECO:0000269|PubMed:17897734}	GO:0004619;GO:0005737;GO:0006007;GO:0006096;GO:0030145	
KAJ8700410.1	I6LDA6	58.2	6.1e-199	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12 {ECO:0000269|PubMed:17897734}	GO:0004619;GO:0005737;GO:0006007;GO:0006096;GO:0030145	
KAJ8700411.1	Q03516	30.6	3.4e-90	Uncharacterized protein RSN1		GO:0000329;GO:0005227;GO:0005783;GO:0005886;GO:0016020;GO:0071944	sce:YMR266W
KAJ8700412.1	Q5K9E2	46.4	1.5e-99	Poly(A) RNA polymerase CID14	2.7.7.19 {ECO:0000250|UniProtKB:Q9UTN3}	GO:0005524;GO:0005730;GO:0010629;GO:0031123;GO:0031499;GO:0043634;GO:0046872;GO:0071035;GO:1990817	
KAJ8700414.1	P54672	52.4	2.7e-161	AP-2 complex subunit mu		GO:0005829;GO:0005905;GO:0006886;GO:0006896;GO:0030121;GO:0030122;GO:0030132;GO:0031201;GO:0035615;GO:0072583	ddi:DDB_G0277139
KAJ8700415.1	O74511	32.2	2.0e-74	Extragenic suppressor of kinetochore protein 1		GO:0000785;GO:0005634;GO:0005654;GO:0005829;GO:0008287;GO:0009966;GO:0019888;GO:0019903;GO:0023052;GO:0051301;GO:0072542;GO:1905560	spo:2539511
KAJ8700416.1	Q93ZE5	58.8	3.0e-76	Oxaloacetate tautomerase FAHD1, mitochondrial	5.3.2.2 {ECO:0000269|PubMed:38287013}	GO:0005507;GO:0005737;GO:0005739;GO:0005829;GO:0006107;GO:0018773;GO:0050163	ath:AT4G15940
KAJ8700418.1	Q5KPJ5	72.3	0.0e+00	Acetolactate synthase, mitochondrial	2.2.1.6	GO:0000287;GO:0003984;GO:0005739;GO:0005948;GO:0009097;GO:0009099;GO:0030976;GO:0050660;GO:1901705	cne:CNA02570
KAJ8700419.1	P64744	37.5	1.2e-39	Sphingomyelinase	3.1.4.12 {ECO:0000250|UniProtKB:P9WKQ1}	GO:0004767;GO:0006811;GO:0009279;GO:0015288;GO:0016042;GO:0031640;GO:0046930	mbo:BQ2027_MB0912
KAJ8700421.1	Q5ZHN9	32.2	9.5e-68	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	2.7.8.5 {ECO:0000250|UniProtKB:Q9Z2Z7}	GO:0005524;GO:0005739;GO:0008444;GO:0032049	gga:422087
KAJ8700422.1	Q54EY1	56.6	1.5e-48	D-aminoacyl-tRNA deacylase	3.1.1.96 {ECO:0000250|UniProtKB:Q8IIS0}	GO:0000049;GO:0005737;GO:0006399;GO:0019478;GO:0051500;GO:0106026	ddi:DDB_G0291273
KAJ8700423.1	Q54EY1	55.4	1.5e-43	D-aminoacyl-tRNA deacylase	3.1.1.96 {ECO:0000250|UniProtKB:Q8IIS0}	GO:0000049;GO:0005737;GO:0006399;GO:0019478;GO:0051500;GO:0106026	ddi:DDB_G0291273
KAJ8700424.1	Q9D0W5	74.3	2.2e-81	Peptidyl-prolyl cis-trans isomerase-like 1	5.2.1.8 {ECO:0000250|UniProtKB:Q9Y3C6}	GO:0000398;GO:0000413;GO:0003755;GO:0005634;GO:0005681;GO:0005730;GO:0006457;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020;GO:0097718;GO:1990403	mmu:68816
KAJ8700425.1	P53699	38.4	6.3e-69	Cell division control protein 4		GO:0005634;GO:0030435;GO:0051301;GO:1990234;GO:1990756	
KAJ8700429.1	Q9HEH1	64.4	0.0e+00	Regulator of nonsense transcripts 1 homolog	5.6.2.3 {ECO:0000250|UniProtKB:P30771};5.6.2.5 {ECO:0000250|UniProtKB:P30771}	GO:0000184;GO:0003697;GO:0003723;GO:0003724;GO:0005524;GO:0005737;GO:0008270;GO:0016887;GO:0036121	ncr:NCU04242
KAJ8700431.1	Q5RIC0	76.0	2.2e-316	Elongator complex protein 3	2.3.1.311 {ECO:0000250|UniProtKB:D5VRB9}	GO:0000049;GO:0002098;GO:0002926;GO:0005634;GO:0005737;GO:0006357;GO:0007409;GO:0033588;GO:0046872;GO:0051539;GO:0061053;GO:0106261	dre:541509
KAJ8700432.1	Q9USP2	47.3	2.2e-23	Golgi apyrase	3.6.1.5	GO:0003924;GO:0004050;GO:0004382;GO:0005524;GO:0005794;GO:0006256;GO:0016020;GO:0016887;GO:0017111;GO:0036384;GO:0043262;GO:0045134;GO:0046036;GO:0047429	spo:2538741
KAJ8700433.1	P40009	38.9	2.1e-55	Golgi apyrase	3.6.1.5	GO:0000139;GO:0004050;GO:0004382;GO:0005524;GO:0005794;GO:0006256;GO:0006665;GO:0009101;GO:0016020;GO:0017110;GO:0017111;GO:0045134;GO:0046036	sce:YER005W
KAJ8700436.1	P87041	41.8	1.1e-77	UDP-galactose transporter		GO:0000139;GO:0005459;GO:0072334;GO:0097624	spo:2539196
KAJ8700440.1	P36607	35.5	8.1e-16	DNA-dependent ATPase/E3 ubiquitin-protein ligase rad8	2.3.2.27 {ECO:0000250|UniProtKB:P32849};3.6.4.- {ECO:0000250|UniProtKB:P32849}	GO:0003677;GO:0005524;GO:0005634;GO:0005737;GO:0006281;GO:0006289;GO:0006325;GO:0008094;GO:0008270;GO:0016887;GO:0019985;GO:0035861;GO:0042275;GO:0061630;GO:0071932	
KAJ8700441.1	P36607	35.5	7.6e-16	DNA-dependent ATPase/E3 ubiquitin-protein ligase rad8	2.3.2.27 {ECO:0000250|UniProtKB:P32849};3.6.4.- {ECO:0000250|UniProtKB:P32849}	GO:0003677;GO:0005524;GO:0005634;GO:0005737;GO:0006281;GO:0006289;GO:0006325;GO:0008094;GO:0008270;GO:0016887;GO:0019985;GO:0035861;GO:0042275;GO:0061630;GO:0071932	
KAJ8700442.1	Q4P983	50.0	1.3e-45	Presequence translocated-associated motor subunit PAM17, mitochondrial		GO:0001405;GO:0030150	uma:UMAG_03330
KAJ8700449.1	A0A3B1EFP7	32.0	7.1e-60	Strobilurin A biosynthesis cluster protein l1		GO:0006004;GO:0016020;GO:0016757	
KAJ8700454.1	G0S196	37.4	2.2e-244	Phospholipid-transporting ATPase DNF1	7.6.2.1 {ECO:0000305|PubMed:32303992}	GO:0000287;GO:0005524;GO:0005794;GO:0006897;GO:0007163;GO:0010008;GO:0016887;GO:0070867;GO:0090554;GO:0090556;GO:0099040;GO:0140346;GO:0140351;GO:1990531	cthr:CTHT_0012810
KAJ8700455.1	Q09116	68.1	4.9e-64	Septin homolog spn2		GO:0000281;GO:0000921;GO:0003924;GO:0005525;GO:0005634;GO:0005829;GO:0005940;GO:0008104;GO:0015630;GO:0031105;GO:0032151;GO:0032152;GO:0032153;GO:0032169;GO:0032175;GO:0036391;GO:0060090;GO:0061640;GO:0070273;GO:0070583;GO:0120104	spo:2543513
KAJ8700456.1	Q09116	65.0	2.4e-52	Septin homolog spn2		GO:0000281;GO:0000921;GO:0003924;GO:0005525;GO:0005634;GO:0005829;GO:0005940;GO:0008104;GO:0015630;GO:0031105;GO:0032151;GO:0032152;GO:0032153;GO:0032169;GO:0032175;GO:0036391;GO:0060090;GO:0061640;GO:0070273;GO:0070583;GO:0120104	spo:2543513
KAJ8700457.1	G2XIU4	33.2	4.5e-50	HSP90 co-chaperone AHA1		GO:0001671;GO:0005634;GO:0005829;GO:0006457;GO:0051087	vda:VDAG_10067
KAJ8700458.1	G2XIU4	32.9	2.5e-48	HSP90 co-chaperone AHA1		GO:0001671;GO:0005634;GO:0005829;GO:0006457;GO:0051087	vda:VDAG_10067
KAJ8700459.1	A0A5Q0QU70	72.3	2.7e-191	Sesquiterpene synthase Agr3	4.2.3.- {ECO:0000269|PubMed:32233445};4.2.3.125 {ECO:0000269|PubMed:32233445};4.2.3.126 {ECO:0000269|PubMed:32233445}	GO:0008299;GO:0010333;GO:0046872	
KAJ8700460.1	A8NE23	74.0	1.0e-172	Alpha-muurolene synthase	4.2.3.125 {ECO:0000269|PubMed:19400802, ECO:0000269|PubMed:20889795};4.2.3.126 {ECO:0000269|PubMed:19400802, ECO:0000269|PubMed:20889795};4.2.3.23 {ECO:0000269|PubMed:19400802, ECO:0000269|PubMed:20889795}	GO:0008299;GO:0034005;GO:0046872	cci:CC1G_12294
KAJ8700464.1	B2RZ78	63.0	6.5e-81	Vacuolar protein sorting-associated protein 29		GO:0005768;GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0010008;GO:0030904;GO:0030906;GO:0032456;GO:0042147;GO:0046872	rno:288666
KAJ8700465.1	O74927	42.1	1.1e-164	Methylenetetrahydrofolate reductase 2	1.5.1.53 {ECO:0000250|UniProtKB:P53128}	GO:0004489;GO:0005829;GO:0009086;GO:0035999;GO:0071949;GO:0106313	spo:2543105
KAJ8700466.1	P34213	67.2	1.9e-94	Ras-related protein rab-6.1		GO:0003924;GO:0005525;GO:0005737;GO:0005794;GO:0005829;GO:0005886;GO:0006886;GO:0006890;GO:0006891;GO:0012505;GO:0030133;GO:0030425;GO:0031985;GO:0042147;GO:0042335;GO:0043204;GO:0060471;GO:0060473	cel:CELE_F59B2.7
KAJ8700472.1	J9VS56	49.6	1.2e-98	Annexin C1		GO:0001786;GO:0005509;GO:0005544;GO:0005634;GO:0005737;GO:0005886;GO:0012506	cng:CNAG_02415
KAJ8700473.1	J9VS56	51.4	5.6e-41	Annexin C1		GO:0001786;GO:0005509;GO:0005544;GO:0005634;GO:0005737;GO:0005886;GO:0012506	cng:CNAG_02415
KAJ8700475.1	O13716	37.3	3.7e-70	Glucan endo-1,3-alpha-glucosidase agn1	3.2.1.59	GO:0005576;GO:0030995;GO:0043332;GO:0051118;GO:1904541;GO:1990819	
KAJ8700476.1	O13716	37.3	1.9e-70	Glucan endo-1,3-alpha-glucosidase agn1	3.2.1.59	GO:0005576;GO:0030995;GO:0043332;GO:0051118;GO:1904541;GO:1990819	
KAJ8700477.1	O13359	42.6	1.7e-168	Kexin	3.4.21.61	GO:0000139;GO:0004252;GO:0005802;GO:0016485	
KAJ8700479.1	O75001	56.1	1.5e-293	DNA replication licensing factor mcm7	3.6.4.12	GO:0000727;GO:0000785;GO:0003677;GO:0003678;GO:0005524;GO:0005634;GO:0005656;GO:0006270;GO:0006271;GO:0006279;GO:0016887;GO:0031261;GO:0042555;GO:0043596;GO:0097373;GO:1902975	spo:2540630
KAJ8700483.1	Q24K02	35.5	5.1e-183	Insulin-degrading enzyme	3.4.24.56 {ECO:0000250|UniProtKB:P35559}	GO:0004175;GO:0004222;GO:0005524;GO:0005615;GO:0005739;GO:0005782;GO:0005829;GO:0005886;GO:0008270;GO:0010815;GO:0019885;GO:0030163;GO:0042447;GO:0042803;GO:0043171;GO:0050435;GO:0051603;GO:0097242;GO:1901143	bta:523752
KAJ8700484.1	P08463	69.9	1.9e-32	Cyclin-dependent kinases regulatory subunit		GO:0000307;GO:0005634;GO:0005829;GO:0007346;GO:0008270;GO:0019005;GO:0019901;GO:0023052;GO:0042393;GO:0043130;GO:0044877;GO:0051301;GO:0061575	spo:2540027
KAJ8700485.1	D3Z4R1	42.5	1.8e-59	Probable ATP-dependent DNA helicase HFM1	5.6.2.4 {ECO:0000250|UniProtKB:P51979}	GO:0000712;GO:0003676;GO:0003678;GO:0005524;GO:0005634;GO:0005794;GO:0007283;GO:0008270;GO:0016887;GO:0043138;GO:0048477	mmu:330149
KAJ8700486.1	A2RUV5	33.7	3.1e-61	Probable ATP-dependent DNA helicase HFM1	5.6.2.4 {ECO:0000250|UniProtKB:P51979}	GO:0003676;GO:0005524;GO:0007131;GO:0008270;GO:0016887;GO:0043138	xtr:779837
KAJ8700487.1	P0CR90	35.9	2.5e-86	Mitochondrial import inner membrane translocase subunit TIM54		GO:0005737;GO:0005743;GO:0005886;GO:0015031	cne:CNL03940
KAJ8700489.1	P0CR57	61.0	1.3e-193	Pre-mRNA-processing protein 45		GO:0000398;GO:0005681	cnb:CNBL0780
KAJ8700492.1	Q6PFJ1	30.3	8.0e-16	Neuroguidin		GO:0000462;GO:0000775;GO:0005730;GO:0005737;GO:0006417;GO:0030175;GO:0030424;GO:0030425;GO:0032040;GO:0042274	dre:386642
KAJ8700493.1	Q5M985	35.7	1.5e-08	Neuroguidin-B		GO:0000462;GO:0000775;GO:0005730;GO:0005737;GO:0006417;GO:0030175;GO:0030424;GO:0030425;GO:0032040;GO:0042274	
KAJ8700494.1	Q9Y804	43.6	2.8e-46	Fanconi-associated nuclease 1 homolog	3.1.4.1 {ECO:0000250|UniProtKB:Q9Y2M0}	GO:0000724;GO:0004528;GO:0005634;GO:0008409;GO:0017108;GO:0036297;GO:0036298;GO:0046872;GO:0070336	spo:2539688
KAJ8700510.1	Q14978	44.8	3.9e-11	Nucleolar and coiled-body phosphoprotein 1		GO:0000278;GO:0001650;GO:0003723;GO:0004860;GO:0005524;GO:0005525;GO:0005654;GO:0005730;GO:0005737;GO:0006364;GO:0006417;GO:0014029;GO:0014032;GO:0015030;GO:0030674;GO:0042254;GO:0046982;GO:0071901;GO:0140678	hsa:9221
KAJ8700511.1	Q9UVT8	60.9	7.9e-71	6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	GO:0000906;GO:0005758;GO:0009231;GO:0009349	mgr:MGG_04626
KAJ8700512.1	Q3SX43	50.5	3.1e-95	Ras-related GTP-binding protein A	3.6.5.- {ECO:0000250|UniProtKB:Q7L523}	GO:0003924;GO:0005525;GO:0005634;GO:0005764;GO:0005765;GO:0006915;GO:0008104;GO:0009267;GO:0010507;GO:0034198;GO:0043200;GO:0043495;GO:0071230;GO:0072657;GO:1903432;GO:1904263;GO:1990131	bta:618207
KAJ8700513.1	Q12040	32.4	1.1e-19	Broad-specificity phosphatase YOR283W	3.1.3.-	GO:0005634;GO:0005737;GO:0016311;GO:0016791	sce:YOR283W
KAJ8700514.1	Q99385	56.0	2.1e-33	Vacuolar calcium ion transporter		GO:0000324;GO:0000329;GO:0006816;GO:0006874;GO:0015369;GO:0015386;GO:0046872;GO:0055085;GO:0070588	sce:YDL128W
KAJ8700515.1	Q99385	44.6	1.3e-60	Vacuolar calcium ion transporter		GO:0000324;GO:0000329;GO:0006816;GO:0006874;GO:0015369;GO:0015386;GO:0046872;GO:0055085;GO:0070588	sce:YDL128W
KAJ8700517.1	O94289	41.8	1.1e-66	Ubiquitin homeostasis protein lub1		GO:0005634;GO:0005737;GO:0006281;GO:0010992;GO:0043130;GO:0043161	spo:2541208
KAJ8700520.1	O43041	50.8	1.1e-35	Transport protein particle subunit trs23		GO:0005634;GO:0005783;GO:0005829;GO:0006886;GO:0006888;GO:0006891;GO:0016236;GO:0030008;GO:1990070;GO:1990071;GO:1990072	spo:2540976
KAJ8700521.1	Q86PD7	44.5	1.5e-76	Glutaminyl-peptide cyclotransferase	2.3.2.5 {ECO:0000269|PubMed:17722885, ECO:0000269|PubMed:22897232}	GO:0005576;GO:0005739;GO:0008270;GO:0016603	dme:Dmel_CG5976
KAJ8700522.1	Q86PD7	44.5	1.5e-76	Glutaminyl-peptide cyclotransferase	2.3.2.5 {ECO:0000269|PubMed:17722885, ECO:0000269|PubMed:22897232}	GO:0005576;GO:0005739;GO:0008270;GO:0016603	dme:Dmel_CG5976
KAJ8700524.1	Q9USR3	33.3	5.5e-209	Phosphatidylinositol 4-kinase stt4	2.7.1.67	GO:0004430;GO:0005524;GO:0005737;GO:0005739;GO:0005886;GO:0046854;GO:0048015;GO:0180048	spo:2540883
KAJ8700525.1	Q9USR3	51.0	2.3e-26	Phosphatidylinositol 4-kinase stt4	2.7.1.67	GO:0004430;GO:0005524;GO:0005737;GO:0005739;GO:0005886;GO:0046854;GO:0048015;GO:0180048	spo:2540883
KAJ8700527.1	Q9SAV3	59.1	7.4e-135	2-oxoisovalerate dehydrogenase subunit beta 1, mitochondrial	1.2.4.4 {ECO:0000250|UniProtKB:P21953}	GO:0003863;GO:0005739;GO:0005759;GO:0007584;GO:0009083;GO:0046872;GO:0160157	ath:AT1G55510
KAJ8700528.1	Q2UM42	38.3	3.8e-108	Probable catabolite repression protein creC		GO:0005634;GO:0006351;GO:0032153;GO:0045013;GO:0051286	
KAJ8700532.1	A5ERG8	34.3	3.6e-16	tRNA(Ile)-lysidine synthase	6.3.4.19 {ECO:0000255|HAMAP-Rule:MF_01161}	GO:0005524;GO:0005737;GO:0006400;GO:0032267	bbt:BBta_6875
KAJ8700533.1	Q8X225	36.4	2.0e-40	Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5	2.1.1.355 {ECO:0000269|PubMed:12372305, ECO:0000269|PubMed:12679815, ECO:0000269|PubMed:12887903}	GO:0003690;GO:0005634;GO:0005694;GO:0008270;GO:0032259;GO:0042054;GO:0140949	ncr:NCU04402
KAJ8700534.1	Q8X225	35.2	8.0e-23	Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5	2.1.1.355 {ECO:0000269|PubMed:12372305, ECO:0000269|PubMed:12679815, ECO:0000269|PubMed:12887903}	GO:0003690;GO:0005634;GO:0005694;GO:0008270;GO:0032259;GO:0042054;GO:0140949	ncr:NCU04402
KAJ8700535.1	E7F1H9	52.2	5.4e-60	YTH domain-containing family protein 2		GO:0000932;GO:0001556;GO:0003729;GO:0005634;GO:0005737;GO:0005829;GO:0006401;GO:0006402;GO:0007276;GO:0007284;GO:0008585;GO:0010494;GO:0030155;GO:0034063;GO:0045746;GO:0048598;GO:0050767;GO:0060339;GO:0061157;GO:0062153;GO:0070925;GO:0071425;GO:0098508;GO:1902036;GO:1903538;GO:1990247;GO:2000232;GO:2000737	dre:393220
KAJ8700542.1	O74345	48.7	7.9e-33	UBA domain-containing protein 3		GO:0005096;GO:0005737;GO:0005829;GO:0006897;GO:0030479;GO:0031593;GO:0032153;GO:0051285;GO:0051286;GO:0051523;GO:0071944	spo:2540709
KAJ8700548.1	Q10332	41.2	7.4e-134	Uncharacterized ATP-dependent helicase C582.10c	3.6.4.-	GO:0000113;GO:0003684;GO:0004386;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006281;GO:0006289;GO:0008094;GO:0016887	spo:2540907
KAJ8700549.1	O02373	64.4	2.5e-207	UDP-glucose 6-dehydrogenase	1.1.1.22	GO:0003979;GO:0005634;GO:0005737;GO:0005829;GO:0006024;GO:0006065;GO:0007367;GO:0007427;GO:0007509;GO:0008543;GO:0015012;GO:0016055;GO:0050650;GO:0051287	dme:Dmel_CG10072
